Poland,  Population size (1-year)     Last modified: 08-Jul-2011, MPv5 (May07)

Year     Age      Female         Male        Total
1973      45     219256.05    202544.21    421800.26
1973      46     223236.59    195254.32    418490.91
1973      47     236234.20    202182.74    438416.94
1973      48     220900.08    185811.93    406712.01
1973      49     217856.78    184059.77    401916.55
1973      50     210459.17    176866.29    387325.46
1973      51     179412.87    154541.65    333954.52
1973      52     179153.47    156163.58    335317.05
1973      53     159537.36    133795.07    293332.43
1973      54     118541.01     96680.52    215221.53
1973      55     111812.22     94169.23    205981.45
1973      56     119394.97     96909.37    216304.34
1973      57     132302.02    104851.19    237153.21
1973      58     167989.29    131841.90    299831.19
1973      59     166994.49    136192.02    303186.51
1973      60     178850.61    142124.55    320975.16
1973      61     165170.57    134566.05    299736.62
1973      62     172690.43    139613.99    312304.42
1973      63     163660.07    133868.86    297528.93
1973      64     159113.56    126548.71    285662.27
1973      65     155827.76    124929.90    280757.66
1973      66     149113.81    114860.94    263974.75
1973      67     139992.38    104538.23    244530.61
1973      68     134436.10     99402.93    233839.03
1973      69     125703.20     91152.40    216855.60
1973      70     124709.06     86353.07    211062.13
1973      71     110371.47     74755.61    185127.08
1973      72     117427.15     71190.83    188617.98
1973      73      90606.15     57064.44    147670.59
1973      74      89253.63     52153.64    141407.27
1973      75      79054.74     46135.20    125189.94
1973      76      73175.88     40019.82    113195.70
1973      77      66501.05     35088.88    101589.93
1973      78      55901.39     28825.97     84727.36
1973      79      48544.82     24967.13     73511.95
1973      80      41560.55     20247.01     61807.56
1973      81      36689.78     17303.47     53993.25
1973      82      32254.37     14727.36     46981.73
1973      83      27285.81     12184.15     39469.96
1973      84      22757.54     10049.41     32806.95
1973      85      18885.01      8019.04     26904.05
1973      86      15379.28      6215.18     21594.46
1973      87      12087.33      4759.98     16847.31
1973      88       9036.84      3572.79     12609.63
1973      89       6966.11      2740.53      9706.64
1973      90       5377.72      2003.46      7381.18
1973      91       3844.33      1429.87      5274.20
1973      92       2819.22      1017.21      3836.43
1973      93       1931.77       677.39      2609.16
1973      94       1285.10       446.33      1731.43
1973      95        892.61       316.06      1208.67
1973      96        595.70       213.53       809.23
1973      97        410.32       142.60       552.92
1973      98        279.02        96.83       375.85
1973      99        187.44        63.04       250.48
1973     100        108.84        38.34       147.18
1973     101         61.47        20.06        81.53
1973     102         46.88        14.20        61.08
1973     103         20.44         6.09        26.53
1973     104         11.68         3.37        15.05
1973     105          7.10         1.66         8.76
1973     106          3.31         0.00         3.31
1973     107          1.26         0.00         1.26
1973     108          0.37         0.00         0.37
1973     109          0.00         0.00         0.00
1973     110+         0.00         0.00         0.00
1974       0     286645.43    301320.58    587966.01
1974       1     274192.03    289441.71    563633.74
1974       2     265029.18    278540.19    543569.37
1974       3     245209.00    257110.61    502319.61
1974       4     245586.31    256270.49    501856.80
1974       5     247333.88    258757.37    506091.25
1974       6     244192.36    254857.11    499049.47
1974       7     246627.32    258058.59    504685.91
1974       8     252197.54    264261.55    516459.09
1974       9     259084.31    271774.36    530858.67
1974      10     267698.31    281050.04    548748.35
1974      11     270596.09    285970.19    556566.28
1974      12     280868.73    295835.28    576704.01
1974      13     302673.46    317017.19    619690.65
1974      14     316443.98    334446.20    650890.18
1974      15     335465.63    351895.70    687361.33
1974      16     342670.03    357381.77    700051.80
1974      17     342683.70    356782.78    699466.48
1974      18     348121.62    363592.39    711714.01
1974      19     340043.17    352515.14    692558.31
1974      20     337997.97    349837.87    687835.84
1974      21     335863.48    348369.03    684232.51
1974      22     330457.99    340523.85    670981.84
1974      23     320910.90    331507.44    652418.34
1974      24     302204.18    309546.04    611750.22
1974      25     298185.80    306529.40    604715.20
1974      26     278107.64    285069.20    563176.84
1974      27     255998.32    260035.96    516034.28
1974      28     191736.73    193794.25    385530.98
1974      29     187844.91    188142.63    375987.54
1974      30     182683.28    183814.30    366497.58
1974      31     182084.33    182735.74    364820.07
1974      32     193175.95    194346.75    387522.70
1974      33     207339.56    207632.04    414971.60
1974      34     211721.94    209411.68    421133.62
1974      35     213562.69    211489.25    425051.94
1974      36     215696.00    215015.35    430711.35
1974      37     224206.33    221107.82    445314.15
1974      38     223076.54    221833.47    444910.01
1974      39     219776.88    217416.34    437193.22
1974      40     217037.60    215751.59    432789.19
1974      41     229322.94    226262.63    455585.57
1974      42     231355.89    229761.17    461117.06
1974      43     244357.02    239840.95    484197.97
1974      44     231101.39    225157.32    456258.71
1974      45     231463.65    220436.08    451899.73
1974      46     218351.09    201182.22    419533.31
1974      47     222473.87    193954.31    416428.18
1974      48     235350.66    200779.48    436130.14
1974      49     219798.20    184166.18    403964.38
1974      50     216989.05    182510.79    399499.84
1974      51     209439.89    175220.34    384660.23
1974      52     178109.12    152774.73    330883.85
1974      53     177929.85    154311.38    332241.23
1974      54     158385.62    132152.76    290538.38
1974      55     117684.14     95318.95    213003.09
1974      56     110902.69     92941.17    203843.86
1974      57     118583.38     95611.88    214195.26
1974      58     131276.69    103226.44    234503.13
1974      59     166927.52    129810.00    296737.52
1974      60     165606.75    133764.38    299371.13
1974      61     177154.29    139265.79    316420.08
1974      62     162990.31    131421.04    294411.35
1974      63     170477.37    136195.17    306672.54
1974      64     161120.73    130150.67    291271.40
1974      65     156775.62    122635.10    279410.72
1974      66     152808.49    120604.13    273412.62
1974      67     146180.33    110573.22    256753.55
1974      68     137134.38    100331.58    237465.96
1974      69     131201.79     94874.75    226076.54
1974      70     122255.94     86566.69    208822.63
1974      71     121020.82     81690.01    202710.83
